1,2983,1002982,165,0.533524
1,22983,1022982,161,0.521049
1,42983,1042982,157,0.51085
1,62983,1062982,158,0.516733
1,82983,1082982,158,0.514031
1,102983,1102982,154,0.50762
1,122983,1122982,155,0.510729
1,142983,1142982,153,0.506835
1,162983,1162982,152,0.510783
1,182983,1182982,151,0.514563
1,202983,1202982,150,0.514681
1,222983,1222982,147,0.504249
1,242983,1242982,151,0.514884
1,262983,1262982,152,0.509086
1,282983,1282982,152,0.500199
1,302983,1302982,150,0.489143
1,322983,1322982,146,0.477172
1,342983,1342982,147,0.471097
1,362983,1362982,151,0.458435
1,382983,1382982,153,0.450524
1,402983,1402982,153,0.449039
1,422983,1422982,155,0.454149
1,442983,1442982,157,0.458637
1,462983,1462982,156,0.459065
1,482983,1482982,154,0.455659
1,502983,1502982,156,0.452567
1,522983,1522982,156,0.447805
1,542983,1542982,155,0.443017
1,562983,1562982,152,0.432467
1,582983,1582982,154,0.435127
1,602983,1602982,151,0.429546
1,622983,1622982,148,0.426279
1,642983,1642982,146,0.421234
1,662983,1662982,144,0.417544
1,682983,1682982,146,0.421884
1,702983,1702982,148,0.422452
1,722983,1722982,147,0.414367
1,742983,1742982,140,0.394447
1,762983,1762982,140,0.391426
1,782983,1782982,140,0.389078
1,802983,1802982,138,0.383816
1,822983,1822982,136,0.383416
1,842983,1842982,136,0.384993
1,862983,1862982,136,0.386721
1,882983,1882982,136,0.377363
1,902983,1902982,138,0.381343
1,922983,1922982,139,0.380535
1,942983,1942982,138,0.357066
1,962983,1962982,143,0.34648
1,982983,1982982,144,0.359266
1,1002983,2002982,146,0.375555
1,1022983,2022982,146,0.377463
1,1042983,2042982,148,0.375507
1,1062983,2062982,152,0.385612
1,1082983,2082982,153,0.385164
1,1102983,2102982,155,0.389307
1,1122983,2122982,156,0.388747
1,1142983,2142982,158,0.395768
1,1162983,2162982,157,0.382876
1,1182983,2182982,152,0.367889
1,1202983,2202982,151,0.352692
1,1222983,2222982,150,0.365241
1,1242983,2242982,147,0.356662
1,1262983,2262982,147,0.362926
1,1282983,2282982,149,0.377017
1,1302983,2302982,152,0.38624
1,1322983,2322982,152,0.38624
1,1342983,2342982,148,0.384773
1,1362983,2362982,148,0.386916
1,1382983,2382982,148,0.389518
1,1402983,2402982,153,0.405229
1,1422983,2422982,153,0.396931
1,1442983,2442982,151,0.386408
1,1462983,2462982,149,0.379851
1,1482983,2482982,149,0.379851
1,1502983,2502982,147,0.374022
1,1522983,2522982,141,0.361231
1,1542983,2542982,142,0.3568
1,1562983,2562982,143,0.357266
1,1582983,2582982,143,0.358656
1,1602983,2602982,146,0.364158
1,1622983,2622982,147,0.378451
1,1642983,2642982,148,0.382152
1,1662983,2662982,147,0.3845
1,1682983,2682982,148,0.39032
1,1702983,2702982,151,0.399869
1,1722983,2722982,153,0.41113
1,1742983,2742982,154,0.423797
1,1762983,2762982,151,0.430442
1,1782983,2782982,149,0.429423
1,1802983,2802982,152,0.439233
1,1822983,2822982,156,0.453717
1,1842983,2842982,160,0.463706
1,1862983,2862982,164,0.467118
1,1882983,2882982,162,0.473967
1,1902983,2902982,169,0.477985
1,1922983,2922982,169,0.47221
1,1942983,2942982,167,0.474287
1,1962983,2962982,164,0.468893
1,1982983,2982982,160,0.457532
1,2002983,3002982,156,0.435144
1,2022983,3022982,154,0.430429
1,2042983,3042982,157,0.432577
1,2062983,3062982,158,0.430021
1,2082983,3082982,157,0.435042
