1	1	1e+06	0.390164
1	1000001	2e+06	0.454733
1	2000001	3e+06	0.419724
1	3000001	4e+06	0.428668
1	4000001	5e+06	0.482395
1	5000001	6e+06	0.441343
1	6000001	7e+06	0.499542
1	7000001	8e+06	0.551349
1	8000001	9e+06	0.590398
1	9000001	1e+07	0.610161
1	10000001	1.1e+07	0.648415
1	11000001	1.2e+07	0.65585
1	12000001	1.3e+07	0.755394
1	13000001	1.4e+07	0.721799
1	14000001	1.5e+07	0.77753
1	15000001	1.6e+07	0.643295
1	16000001	1.7e+07	0.54228
1	17000001	1.8e+07	0.50242
1	18000001	1.9e+07	0.518269
1	19000001	2e+07	0.573753
1	20000001	2.1e+07	0.49139
1	21000001	2.2e+07	0.486562
1	22000001	2.3e+07	0.480588
1	23000001	2.4e+07	0.50136
1	24000001	2.5e+07	0.428671
1	25000001	2.6e+07	0.461015
1	26000001	2.7e+07	0.486674
1	27000001	2.8e+07	0.406632
1	28000001	2.9e+07	0.465051
1	29000001	3e+07	0.452673
1	30000001	3.1e+07	0.377731
1	31000001	3.2e+07	0.428799
1	32000001	3.3e+07	0.459168
1	33000001	33916305	0.455549189407457
2	1	1e+06	0.350724
2	1000001	2e+06	0.347138
2	2000001	3e+06	0.439083
2	3000001	4e+06	0.486687
2	4000001	5e+06	0.40444
2	5000001	6e+06	0.526119
2	6000001	7e+06	0.571036
2	7000001	8e+06	0.596557
2	8000001	9e+06	0.648517
2	9000001	1e+07	0.775887
2	10000001	1.1e+07	0.76707
2	11000001	1.2e+07	0.768955
2	12000001	1.3e+07	0.654349
2	13000001	1.4e+07	0.528403
2	14000001	1.5e+07	0.507049
2	15000001	1.6e+07	0.514704
2	16000001	1.7e+07	0.44656
2	17000001	1.8e+07	0.515634
2	18000001	1.9e+07	0.463663
2	19000001	2e+07	0.493608
2	20000001	2.1e+07	0.430624
2	21000001	2.2e+07	0.452515
2	22000001	2.3e+07	0.394536
2	23000001	2.4e+07	0.413711
2	24000001	2.5e+07	0.345767
2	25000001	2.6e+07	0.373887
2	26000001	2.7e+07	0.318418
2	27000001	27085147	0.484785136293704
3	1	1e+06	0.391023
3	1000001	2e+06	0.393386
3	2000001	3e+06	0.3975
3	3000001	4e+06	0.370519
3	4000001	5e+06	0.451974
3	5000001	6e+06	0.41508
3	6000001	7e+06	0.465244
3	7000001	8e+06	0.461633
3	8000001	9e+06	0.488882
3	9000001	1e+07	0.418441
3	10000001	1.1e+07	0.488964
3	11000001	1.2e+07	0.48312
3	12000001	1.3e+07	0.509413
3	13000001	1.4e+07	0.599901
3	14000001	1.5e+07	0.590672
3	15000001	1.6e+07	0.702777
3	16000001	1.7e+07	0.898204
3	17000001	1.8e+07	0.762813
3	18000001	1.9e+07	0.565774
3	19000001	2e+07	0.537539
3	20000001	2.1e+07	0.496321
3	21000001	2.2e+07	0.513971
3	22000001	2.3e+07	0.500185
3	23000001	2.4e+07	0.475165
3	24000001	2.5e+07	0.401642
3	25000001	2.6e+07	0.433497
3	26000001	2.7e+07	0.39279
3	27000001	2.8e+07	0.340544
3	28000001	2.9e+07	0.34363
3	29000001	29620734	0.375560223864006
4	1	1e+06	0.696591
4	1000001	2e+06	0.708961
4	2000001	3e+06	0.747498
4	3000001	4e+06	0.806633
4	4000001	5e+06	0.763998
4	5000001	6e+06	0.644207
4	6000001	7e+06	0.646571
4	7000001	8e+06	0.561414
4	8000001	9e+06	0.476924
4	9000001	1e+07	0.578481
4	10000001	1.1e+07	0.457284
4	11000001	1.2e+07	0.493095
4	12000001	1.3e+07	0.381508
4	13000001	1.4e+07	0.440495
4	14000001	1.5e+07	0.438086
4	15000001	1.6e+07	0.460045
4	16000001	1.7e+07	0.399132
4	17000001	1.8e+07	0.361547
4	18000001	1.9e+07	0.343084
4	19000001	2e+07	0.372877
4	20000001	2.1e+07	0.312032
4	21000001	21479432	0.366821572193763
5	1	1e+06	0.351613
5	1000001	2e+06	0.446452
5	2000001	3e+06	0.474251
5	3000001	4e+06	0.603301
5	4000001	5e+06	0.616965
5	5000001	6e+06	0.701849
5	6000001	7e+06	0.712969
5	7000001	8e+06	0.747431
5	8000001	9e+06	0.65615
5	9000001	1e+07	0.617892
5	10000001	1.1e+07	0.617905
5	11000001	1.2e+07	0.521699
5	12000001	1.3e+07	0.552395
5	13000001	1.4e+07	0.527823
5	14000001	1.5e+07	0.506343
5	15000001	1.6e+07	0.438742
5	16000001	1.7e+07	0.450284
5	17000001	1.8e+07	0.425275
5	18000001	1.9e+07	0.353547
5	19000001	2e+07	0.396421
5	20000001	20131956	0.543779744763406
6	1	1e+06	0.320504
6	1000001	2e+06	0.420878
6	2000001	3e+06	0.435836
6	3000001	4e+06	0.548974
6	4000001	5e+06	0.560896
6	5000001	6e+06	0.503284
6	6000001	7e+06	0.575709
6	7000001	8e+06	0.587938
6	8000001	9e+06	0.702362
6	9000001	1e+07	0.851556
6	10000001	1.1e+07	0.826328
6	11000001	1.2e+07	0.746652
6	12000001	1.3e+07	0.675803
6	13000001	1.4e+07	0.651512
6	14000001	1.5e+07	0.662964
6	15000001	1.6e+07	0.685384
6	16000001	1.7e+07	0.623785
6	17000001	1.8e+07	0.487257
6	18000001	1.9e+07	0.45335
6	19000001	2e+07	0.415583
6	20000001	2.1e+07	0.452083
6	21000001	21794218	0.331555064226698
7	1	1e+06	0.483205
7	1000001	2e+06	0.524671
7	2000001	3e+06	0.489373
7	3000001	4e+06	0.537396
7	4000001	5e+06	0.687306
7	5000001	6e+06	0.643604
7	6000001	7e+06	0.753059
7	7000001	8e+06	0.811268
7	8000001	9e+06	0.692018
7	9000001	1e+07	0.649169
7	10000001	1.1e+07	0.569264
7	11000001	1.2e+07	0.610696
7	12000001	1.3e+07	0.641365
7	13000001	1.4e+07	0.467819
7	14000001	1.5e+07	0.420624
7	15000001	1.6e+07	0.397732
7	16000001	1.7e+07	0.338148
7	17000001	1.8e+07	0.454175
7	18000001	18603524	0.394373711733088
8	1	1e+06	0.416164
8	1000001	2e+06	0.40447
8	2000001	3e+06	0.511881
8	3000001	4e+06	0.519757
8	4000001	5e+06	0.637681
8	5000001	6e+06	0.622366
8	6000001	7e+06	0.740685
8	7000001	8e+06	0.858593
8	8000001	9e+06	0.786376
8	9000001	1e+07	0.67932
8	10000001	1.1e+07	0.709174
8	11000001	1.2e+07	0.624421
8	12000001	1.3e+07	0.522684
8	13000001	1.4e+07	0.530925
8	14000001	1.5e+07	0.488992
8	15000001	1.6e+07	0.460221
8	16000001	1.7e+07	0.357371
8	17000001	1.8e+07	0.427323
8	18000001	18224760	0.549345969033636
9	1	1e+06	0.738746
9	1000001	2e+06	0.7303
9	2000001	3e+06	0.714501
9	3000001	4e+06	0.688315
9	4000001	5e+06	0.711041
9	5000001	6e+06	0.540669
9	6000001	7e+06	0.49945
9	7000001	8e+06	0.547354
9	8000001	9e+06	0.568998
9	9000001	1e+07	0.449021
9	10000001	1.1e+07	0.392757
9	11000001	1.2e+07	0.408102
9	12000001	1.3e+07	0.343355
9	13000001	1.4e+07	0.356269
9	14000001	14107269	0.695587728048178
10	1	1e+06	0.737795
10	1000001	2e+06	0.640413
10	2000001	3e+06	0.717531
10	3000001	4e+06	0.803942
10	4000001	5e+06	0.780265
10	5000001	6e+06	0.824281
10	6000001	7e+06	0.746489
10	7000001	8e+06	0.575482
10	8000001	9e+06	0.455347
10	9000001	1e+07	0.542927
10	10000001	1.1e+07	0.469276
10	11000001	1.2e+07	0.416418
10	12000001	1.3e+07	0.446273
10	13000001	1.4e+07	0.369568
10	14000001	14643570	0.35436549248722
11	1	1e+06	0.420274
11	1000001	2e+06	0.413671
11	2000001	3e+06	0.506758
11	3000001	4e+06	0.561834
11	4000001	5e+06	0.647405
11	5000001	6e+06	0.709841
11	6000001	7e+06	0.773966
11	7000001	8e+06	0.79973
11	8000001	9e+06	0.84393
11	9000001	1e+07	0.701206
11	10000001	1.1e+07	0.657391
11	11000001	1.2e+07	0.612541
11	12000001	1.3e+07	0.506705
11	13000001	1.4e+07	0.511779
11	14000001	1.5e+07	0.49096
11	15000001	1.6e+07	0.525281
11	16000001	16001410	0.149645390070922
12	1	1e+06	0.41979
12	1000001	2e+06	0.475383
12	2000001	3e+06	0.506078
12	3000001	4e+06	0.507784
12	4000001	5e+06	0.779276
12	5000001	6e+06	0.805143
12	6000001	7e+06	0.800855
12	7000001	8e+06	0.787375
12	8000001	9e+06	0.7663
12	9000001	1e+07	0.709424
12	10000001	1.1e+07	0.527397
12	11000001	1.2e+07	0.467356
12	12000001	1.3e+07	0.398719
12	13000001	1.4e+07	0.461734
12	14000001	1.5e+07	0.396132
12	15000001	15318893	0.486821598467197
super0037	1	448757	0.86768340103887
super0038	1	184095	0.869849805806785
JH369865.2	1	137725	0.459604283899074
JH369866.2	1	107967	0.884251669491604
JH369873.2	1	107930	0.812267210228852
super0042	1	106613	0.749946066614766
super0043	1	102713	0.576557981949705
super0044	1	98902	0.402024226001496
super0045	1	93604	0.777851373872911
JH369869.2	1	92752	0.73781697429705
JH369872.2	1	88344	0.350165263062574
